# Server version 0.08 running on Siegetank:8123
# Game ID: 132
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Mon Feb 29 19:43:39 EST 2016
# Player 1: Player-0, 'Human', running on Siegetank
# Player 2: Player-1, 'RandomHusPlayer', running on Siegetank
START Player-0 Human
START Player-1 RandomHusPlayer
PIT 0 23
PIT 1 23
PIT 0 22
PIT 1 22
PIT 0 21
PIT 1 25
PIT 0 19
PIT 1 27
PIT 0 17
PIT 1 31
PIT 0 16
PIT 1 30
PIT 0 21
PIT 1 28
PIT 0 22
PIT 1 26
PIT 0 20
PIT 1 20
PIT 0 19
PIT 1 31
PIT 0 17
PIT 1 30
PIT 0 22
PIT 1 31
PIT 0 20
PIT 1 29
PIT 0 23
PIT 1 28
PIT 0 27
PIT 1 30
PIT 0 28
PIT 1 26
PIT 0 29
PIT 1 24
PIT 0 30
PIT 1 11
PIT 0 31
PIT 1 18
PIT 0 0
PIT 1 20
PIT 0 26
PIT 1 26
PIT 0 21
PIT 1 28
PIT 0 20
PIT 1 31
PIT 0 23
PIT 1 30
PIT 0 22
PIT 1 29
PIT 0 18
PIT 1 31
PIT 0 13
PIT 1 27
